,theproduct,theCommenturl,who,star,thetime,location,SKU,comment,helpful,sku
5780,"2022 年 Dell Inspiron 15.6 吋 FHD 觸控螢幕筆記型電腦,Intel 第 10 代 Core i5-1035G1(高達 3.60GHz,Beat i7-8550U),16GB 記憶體,512GB PCIe SSD,Intel UHD Graphics,WiFi,網路攝影機,HDMI,Win11 S",https://www.amazon.com/-/zh_TW/Dell-Inspiron-%E8%A7%B8%E6%8E%A7%E8%9E%A2%E5%B9%95%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6-i5-1035G1-i7-8550U/product-reviews/B0B8793PBY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Costa,4.0,2023-05-28 00:00:00,巴西,,"Alguns problemas de configuração.
Mas ótimo produto rápido. Um pouco de barulho quando fica quente mas nada que atrapalha.",0,容量: 32GB RAM | 1TB SSD
5781,"2022 年 Dell Inspiron 15.6 吋 FHD 觸控螢幕筆記型電腦,Intel 第 10 代 Core i5-1035G1(高達 3.60GHz,Beat i7-8550U),16GB 記憶體,512GB PCIe SSD,Intel UHD Graphics,WiFi,網路攝影機,HDMI,Win11 S",https://www.amazon.com/-/zh_TW/Dell-Inspiron-%E8%A7%B8%E6%8E%A7%E8%9E%A2%E5%B9%95%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6-i5-1035G1-i7-8550U/product-reviews/B0B8793PBY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Cido Muniz,4.0,2023-04-29 00:00:00,巴西,,"Máquina muito rápida, bonita, a tela touch é show, está atendendo perfeitamente a minha necessidade, o único ponto é que o produto não veio acompanhado da NF, isso é ruim, em caso de algum sinistro é preciso da NF para poder acionar o seguro e ter restituição, to tentando ver se me enviam;",0,容量: 32GB RAM | 1TB SSD
5782,"2022 年 Dell Inspiron 15.6 吋 FHD 觸控螢幕筆記型電腦,Intel 第 10 代 Core i5-1035G1(高達 3.60GHz,Beat i7-8550U),16GB 記憶體,512GB PCIe SSD,Intel UHD Graphics,WiFi,網路攝影機,HDMI,Win11 S",https://www.amazon.com/-/zh_TW/Dell-Inspiron-%E8%A7%B8%E6%8E%A7%E8%9E%A2%E5%B9%95%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6-i5-1035G1-i7-8550U/product-reviews/B0B8793PBY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Anna,5.0,2023-05-15 00:00:00,巴西,,Produto de procedência! Veio bem embalado e sem nenhum defeito.,0,容量: 16GB RAM | 512GB SSD
5783,"2022 年 Dell Inspiron 15.6 吋 FHD 觸控螢幕筆記型電腦,Intel 第 10 代 Core i5-1035G1(高達 3.60GHz,Beat i7-8550U),16GB 記憶體,512GB PCIe SSD,Intel UHD Graphics,WiFi,網路攝影機,HDMI,Win11 S",https://www.amazon.com/-/zh_TW/Dell-Inspiron-%E8%A7%B8%E6%8E%A7%E8%9E%A2%E5%B9%95%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6-i5-1035G1-i7-8550U/product-reviews/B0B8793PBY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ubirajara,5.0,2023-04-07 00:00:00,巴西,,"lindo, e excelente muito top o produto, preço e chegou rápido.",3,容量: 32GB RAM | 1TB SSD
5784,"2022 年 Dell Inspiron 15.6 吋 FHD 觸控螢幕筆記型電腦,Intel 第 10 代 Core i5-1035G1(高達 3.60GHz,Beat i7-8550U),16GB 記憶體,512GB PCIe SSD,Intel UHD Graphics,WiFi,網路攝影機,HDMI,Win11 S",https://www.amazon.com/-/zh_TW/Dell-Inspiron-%E8%A7%B8%E6%8E%A7%E8%9E%A2%E5%B9%95%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6-i5-1035G1-i7-8550U/product-reviews/B0B8793PBY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Michele,1.0,2023-06-13 00:00:00,巴西,,"Fiz a compra desse notebook, funcionou no primeiro dia depois não funcionou mais , fiz a devolução no dia 19 de maio estou esperando uma resposta até hoje do comprador e da própria Amazon e até hoje não estornaram meu valor e estou no aguardo , ou seja a própria Amazon não resolveu o problema ainda",0,容量: 32GB RAM | 1TB SSD
5785,"2022 年 Dell Inspiron 15.6 吋 FHD 觸控螢幕筆記型電腦,Intel 第 10 代 Core i5-1035G1(高達 3.60GHz,Beat i7-8550U),16GB 記憶體,512GB PCIe SSD,Intel UHD Graphics,WiFi,網路攝影機,HDMI,Win11 S",https://www.amazon.com/-/zh_TW/Dell-Inspiron-%E8%A7%B8%E6%8E%A7%E8%9E%A2%E5%B9%95%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6-i5-1035G1-i7-8550U/product-reviews/B0B8793PBY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Jeneson Cruz,2.0,2023-05-02 00:00:00,巴西,," Por ser um Dell eu esperava uma qualidade melhor. Pra iniciar o notebook é uma dificuldade absurda. Depois q liga ele é ótimo.
Ah, a entrega foi bem rápida.",0,容量: 16GB RAM | 512GB SSD
5786,"2022 年 Dell Inspiron 15.6 吋 FHD 觸控螢幕筆記型電腦,Intel 第 10 代 Core i5-1035G1(高達 3.60GHz,Beat i7-8550U),16GB 記憶體,512GB PCIe SSD,Intel UHD Graphics,WiFi,網路攝影機,HDMI,Win11 S",https://www.amazon.com/-/zh_TW/Dell-Inspiron-%E8%A7%B8%E6%8E%A7%E8%9E%A2%E5%B9%95%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6-i5-1035G1-i7-8550U/product-reviews/B0B8793PBY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,aderson,5.0,2023-02-22 00:00:00,巴西,,Está valendo cada centavo investido.,0,容量: 16GB RAM | 512GB SSD
5787,"2022 年 Dell Inspiron 15.6 吋 FHD 觸控螢幕筆記型電腦,Intel 第 10 代 Core i5-1035G1(高達 3.60GHz,Beat i7-8550U),16GB 記憶體,512GB PCIe SSD,Intel UHD Graphics,WiFi,網路攝影機,HDMI,Win11 S",https://www.amazon.com/-/zh_TW/Dell-Inspiron-%E8%A7%B8%E6%8E%A7%E8%9E%A2%E5%B9%95%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6-i5-1035G1-i7-8550U/product-reviews/B0B8793PBY/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,João Ferreira da Costa Filho,1.0,2023-03-20 00:00:00,巴西,,"O produto chegou com defeito, não acendeu monitor, barulho ao ligar e não funcionou nada. Achei a embalagem muito fraca por ser um equipamento frágil, deveria ter sido identificado que era um produto FRAGIL na caixa.
Já embalei o produto na mesma caixa para devolução, por isso que não tirei foto.
Estou demorando a ir no correio por causa dos ataques que estão acontecendo no nosso Estado.",3,容量: 16GB RAM | 512GB SSD
5788,"2022 最新 Dell Inspiron 3000 頂級筆記型電腦,15.6 FHD 顯示器,Intel Core i5-1135G7,16GB DDR4 RAM,1TB PCIe SSD,網路會議,WiFi,HDMI,Windows 11 H。 ome,黑色",https://www.amazon.com/-/zh_TW/Inspiron-%E9%A0%82%E7%B4%9A%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6-Intel-i5-1135G7-Windows/product-reviews/B09PMJX2HP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Dale,4.0,2022-07-21 00:00:00,美國,,"I received this laptop on June 17th. This is the first SSD laptop I have owned. (It replaced an old Sony VAIO dual core Pentium© B940 laptop.) So far, it's doing very well. I wasn't having anything to do with the Windows 11 demand to create a MS account or give them my phone number, so I wiped the SSD and installed LInux on it. In less than 30 seconds from hitting the Power button, I'm booted up and logged in to the OS. It's working great! No issues running any of the apps. In just over a month, I haven't had any issues. Fast and smooth sailing.

I will add that the laptop's description advertises it to be a ""Core i5-1135G7"", an 11th generation i5 processor. I just noticed that I did not get the 11th generation i5 processor in my laptop that is advertised. It has the 10th generation i5 processor (Core™ i5-1035G1) in it. I did not get what I was supposed to get, and the seller just told me ""why"" it is listed wrong - no apparent intention of fixing the listing. Be aware of this before you buy. You may not get what you think, either. I gave it 4 stars for that reason. The hardware is good, it's just not the hardware that I bought.",1,
5789,"2022 最新 Dell Inspiron 3000 頂級筆記型電腦,15.6 FHD 顯示器,Intel Core i5-1135G7,16GB DDR4 RAM,1TB PCIe SSD,網路會議,WiFi,HDMI,Windows 11 H。 ome,黑色",https://www.amazon.com/-/zh_TW/Inspiron-%E9%A0%82%E7%B4%9A%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6-Intel-i5-1135G7-Windows/product-reviews/B09PMJX2HP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Larry J.,3.0,2023-02-22 00:00:00,美國,,"This is a good computer. But I’m not a youngster, and I did not grow up with computers. I’ve learned most of what I know on my own, a little at a time. And I try to keep up with the ever changing technology. But why on earth would they make the numbers, letters and symbols on the keyboard so small. Would be nice if they offered a “senior citizen keyboard”.",0,
5790,"2022 最新 Dell Inspiron 3000 頂級筆記型電腦,15.6 FHD 顯示器,Intel Core i5-1135G7,16GB DDR4 RAM,1TB PCIe SSD,網路會議,WiFi,HDMI,Windows 11 H。 ome,黑色",https://www.amazon.com/-/zh_TW/Inspiron-%E9%A0%82%E7%B4%9A%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6-Intel-i5-1135G7-Windows/product-reviews/B09PMJX2HP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,kellner,5.0,2022-05-30 00:00:00,美國,,"Excelente producto, muy buen equipo, veloz y alto rendimiento en general, si hubiera una mejora sería un poco los materiales y agregar sensor de huella",0,
5791,"2022 最新 Dell Inspiron 3000 頂級筆記型電腦,15.6 FHD 顯示器,Intel Core i5-1135G7,16GB DDR4 RAM,1TB PCIe SSD,網路會議,WiFi,HDMI,Windows 11 H。 ome,黑色",https://www.amazon.com/-/zh_TW/Inspiron-%E9%A0%82%E7%B4%9A%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6-Intel-i5-1135G7-Windows/product-reviews/B09PMJX2HP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Edgar Y gamao,3.0,2022-02-10 00:00:00,美國,,Input in laptop does not match my hub input.,0,
5792,"2022 最新 Dell Inspiron 3000 頂級筆記型電腦,15.6 FHD 顯示器,Intel Core i5-1135G7,16GB DDR4 RAM,1TB PCIe SSD,網路會議,WiFi,HDMI,Windows 11 H。 ome,黑色",https://www.amazon.com/-/zh_TW/Inspiron-%E9%A0%82%E7%B4%9A%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6-Intel-i5-1135G7-Windows/product-reviews/B09PMJX2HP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Claudio,5.0,2022-04-05 00:00:00,美國,,"It work's perfectly. Im using this notebook as a spare one, running cad and FEA and it work's",0,
5793,"2022 最新 Dell Inspiron 3000 頂級筆記型電腦,15.6 FHD 顯示器,Intel Core i5-1135G7,16GB DDR4 RAM,1TB PCIe SSD,網路會議,WiFi,HDMI,Windows 11 H。 ome,黑色",https://www.amazon.com/-/zh_TW/Inspiron-%E9%A0%82%E7%B4%9A%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6-Intel-i5-1135G7-Windows/product-reviews/B09PMJX2HP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Jessica R.,1.0,2023-09-05 00:00:00,美國,,"I’ve had this laptop for about 15 months now. It came with a warranty for the first 12. I had no issues with it —until last month (2 months outside of warranty) where the hinge on the left side completely broke and began ripping the screen off the laptop. Had to go elsewhere to get repaired. NOW, a month later, the trackpad mouse on the laptop is not working, it’s unresponsive to touch.
Honestly, for the price find something better, or get an extended warranty on these.",0,
5794,"2022 最新 Dell Inspiron 3000 頂級筆記型電腦,15.6 FHD 顯示器,Intel Core i5-1135G7,16GB DDR4 RAM,1TB PCIe SSD,網路會議,WiFi,HDMI,Windows 11 H。 ome,黑色",https://www.amazon.com/-/zh_TW/Inspiron-%E9%A0%82%E7%B4%9A%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6-Intel-i5-1135G7-Windows/product-reviews/B09PMJX2HP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Kindle Customer,5.0,2022-03-26 00:00:00,美國,,"Fast,and easy,mine was 6 years old too slow.",0,
5795,"2022 最新 Dell Inspiron 3000 頂級筆記型電腦,15.6 FHD 顯示器,Intel Core i5-1135G7,16GB DDR4 RAM,1TB PCIe SSD,網路會議,WiFi,HDMI,Windows 11 H。 ome,黑色",https://www.amazon.com/-/zh_TW/Inspiron-%E9%A0%82%E7%B4%9A%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6-Intel-i5-1135G7-Windows/product-reviews/B09PMJX2HP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Reuben Kugel,1.0,2022-07-21 00:00:00,美國,,"The hinge broke within 5 months. We are not regular users of our home computer; it mainly sits on the desk in the office until we need it. Also, we don't have kids, so there is virtually no wear & tear on this unit. This is why we were so disappointed when the hinge broke by simply opening it. We tried to contact the seller a few weeks ago, but have not received a reply.",3,
5796,"2022 最新 Dell Inspiron 3000 頂級筆記型電腦,15.6 FHD 顯示器,Intel Core i5-1135G7,16GB DDR4 RAM,1TB PCIe SSD,網路會議,WiFi,HDMI,Windows 11 H。 ome,黑色",https://www.amazon.com/-/zh_TW/Inspiron-%E9%A0%82%E7%B4%9A%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6-Intel-i5-1135G7-Windows/product-reviews/B09PMJX2HP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Stewart Macias,1.0,2023-02-19 00:00:00,美國,,"Después de casi un año de poco uso, se daña la bisagra. Primera vez que me pasa esto con una laptop. Veo que a otra persona le pasó lo mismo. Es lamentable",0,
5797,"2022 最新 Dell Inspiron 3000 頂級筆記型電腦,15.6 FHD 顯示器,Intel Core i5-1135G7,16GB DDR4 RAM,1TB PCIe SSD,網路會議,WiFi,HDMI,Windows 11 H。 ome,黑色",https://www.amazon.com/-/zh_TW/Inspiron-%E9%A0%82%E7%B4%9A%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6-Intel-i5-1135G7-Windows/product-reviews/B09PMJX2HP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Brett,1.0,2023-01-23 00:00:00,美國,,Product continually shut down. Once window 11was loaded . I returned it.,0,
5798,"2022 最新 Dell Inspiron 3000 頂級筆記型電腦,15.6 FHD 顯示器,Intel Core i5-1135G7,16GB DDR4 RAM,1TB PCIe SSD,網路會議,WiFi,HDMI,Windows 11 H。 ome,黑色",https://www.amazon.com/-/zh_TW/Inspiron-%E9%A0%82%E7%B4%9A%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6-Intel-i5-1135G7-Windows/product-reviews/B09PMJX2HP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,J Newland,5.0,2022-03-11 00:00:00,美國,,"First off, I am definitely not a super experienced user, so I cannot comment on the technical aspects of this laptop, but I am happy with the storage and the screen. It came with Windows 10 but in a matter of a couple weeks upgraded to 11 and I am very happy with that. Plus the price was reasonable!",1,
5799,"2022 最新 Dell Inspiron 3000 頂級筆記型電腦,15.6 FHD 顯示器,Intel Core i5-1135G7,16GB DDR4 RAM,1TB PCIe SSD,網路會議,WiFi,HDMI,Windows 11 H。 ome,黑色",https://www.amazon.com/-/zh_TW/Inspiron-%E9%A0%82%E7%B4%9A%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6-Intel-i5-1135G7-Windows/product-reviews/B09PMJX2HP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Raghava USA,1.0,2022-12-18 00:00:00,美國,,"The laptop body's quality is very poor. On the 1st day of using this laptop, click on Keyboards and scroll pad it's typing on a used laptop and also product charger is almost in dust and does not look new.

It's almost USED laptop selling at Christmas time. Please don't purchase this laptop

Battery, just switch on and then almost heavily heated at once. Not cooled for almost 2 days.",0,
5800,"2022 最新 Dell Inspiron 3000 頂級筆記型電腦,15.6 FHD 顯示器,Intel Core i5-1135G7,16GB DDR4 RAM,1TB PCIe SSD,網路會議,WiFi,HDMI,Windows 11 H。 ome,黑色",https://www.amazon.com/-/zh_TW/Inspiron-%E9%A0%82%E7%B4%9A%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6-Intel-i5-1135G7-Windows/product-reviews/B09PMJX2HP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Fabio Pereira,5.0,2023-02-06 00:00:00,美國,,very nice product,0,
5801,"2022 最新 Dell Inspiron 3000 頂級筆記型電腦,15.6 FHD 顯示器,Intel Core i5-1135G7,16GB DDR4 RAM,1TB PCIe SSD,網路會議,WiFi,HDMI,Windows 11 H。 ome,黑色",https://www.amazon.com/-/zh_TW/Inspiron-%E9%A0%82%E7%B4%9A%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6-Intel-i5-1135G7-Windows/product-reviews/B09PMJX2HP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ingopher,5.0,2022-09-06 00:00:00,美國,,Very fast. Like that a lot. Screen size is good. If needed I would buy again.,0,
5802,"2022 最新 Dell Inspiron 3000 頂級筆記型電腦,15.6 FHD 顯示器,Intel Core i5-1135G7,16GB DDR4 RAM,1TB PCIe SSD,網路會議,WiFi,HDMI,Windows 11 H。 ome,黑色",https://www.amazon.com/-/zh_TW/Inspiron-%E9%A0%82%E7%B4%9A%E7%AD%86%E8%A8%98%E5%9E%8B%E9%9B%BB%E8%85%A6-Intel-i5-1135G7-Windows/product-reviews/B09PMJX2HP/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Edmilson,5.0,2023-02-03 00:00:00,巴西,,Ficou além de minhas expectativas,0,
5803,"Dell UltraSharp U3223QE 31 吋 4K UHD WLED LCD 螢幕 - 16:9 - 黑色,銀色",https://www.amazon.com/-/zh_TW/Dell-UltraSharp-U3223QE-UHD-WLED/product-reviews/B09TVZHV4W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Fan,4.0,2023-04-14 00:00:00,美國,,"This monitor replaced an 27"" 5K iMac as my primary work monitor. I needed to move from 2 computers into 1 and ended up getting a MacBook Pro and this monitor to replace an iMac and an older MacBook Pro. I would have preferred to get the 32"" Apple monitor but I didn't have $5K to spend so this had to suffice. Still a relatively expensive monitor in my opinion. The good stuff; the screen size and resolution is fine enough for viewing at an arms distance on my desk. It's not quite as revealing as my 5K was, but everything looks good, including fine text, so I don't feel like I took a significant step backward on resolution for every day use. The thing has a TON of built-in ports and they all work great! I use almost all of them to connect my peripherals and devices. You forget how many you need until you get a new computer that doesn't have many ports (Apple) and then you feel relieved that you can plug everything you own into the monitor and the Mac sees it immediately! The bad stuff; the screen is matte and reflects sunlight more than my glossy iMac did. I was surprised by how much more sensitive this screen was by comparison. Definitely something to consider if you use the screen in a room with a lot of ambient light. On cloudy days and other times when the ambient light is low, the screen looks fantastic and is easy on my eyes. I also miss having built-in: mic, camera and speakers. I use my new Mac in clamshell mode and not having these basic audio and video functions on the monitor seems like a miss to me. This is not an el-cheopo monitor. My workaround is using my iPhone as the camera and mic and I plugged a small powered speaker into the line out port which works fine for every day sound but I would have preferred if the monitor had these items built-in so I didn't have to figure out the work-arounds. All in all, I would recommend this monitor. I think the pros outweigh the cons and until a more full-featured one comes along this is probably one of the best 32"" monitors in the sub $1K price range.",15,
5804,"Dell UltraSharp U3223QE 31 吋 4K UHD WLED LCD 螢幕 - 16:9 - 黑色,銀色",https://www.amazon.com/-/zh_TW/Dell-UltraSharp-U3223QE-UHD-WLED/product-reviews/B09TVZHV4W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Jon,5.0,2022-08-16 00:00:00,美國,,"I used this monitor at work on a windows machine, it worked very well although my graphics card only managed 4K 30hz it was still usable. I hooked up my MacBook Pro at the same time and 4K 60hz worked very well and charged the MacBook too through usb c. The picture is colorful and bright, there are many color settings and I managed to get a close match to the MacBook Pro 14” screen color by adjusting the white balance.
The picture by picture mode is awesome, having a windows machine on one half and a Mac on the other half works very well. The 32” screen is large enough to work this way and the images autosize to fill the screen.
The Dell software is great, you can adjust the brightness, contrast and any other picture setting through both the mac and the windows pc without having to touch any buttons on the monitor.
I was concerned about 32” 4K and mac text sharpness, no problem here it’s very good. I came from a 5k iMac and the 4K 32” passes my sharpness needs no problem. I don’t need to change the resolution from 4K on the 32” it is small txt but readable. I have used 2K resolution but I preferred the 4K when the monitor is at arms length infront of me.
The brightness is good. I was concerned about this since I had a apple studio display for a month in spring and 600nits was great. However, the Dell is bright enough and I tended to use brightness between 90 and 100% during the sunny day which is ideal.
What would I change?
(1) not much to be honest
(2) I prefer glossy screens but that’s personal and the Dell is by no means unattractive
(3) add speakers and a microphone. I’m 50/50 about this as I may prefer my own choice of studio mike and monitors with good bass which only the studio display has!
(4) longer usbc cable, 3ft….really !
(5) I find the stand bulky the footprint is large, it’s very sturdy though and very effective. I’m just more in favor of the apple studio stand but that’s a smaller monitor.

In summary, a very sturdy monitor with great color accuracy and works very well with my mac and with windows pc which is exactly what I need - so I ordered one for home and can’t wait to start to use it and improve my productivity.",27,
5805,"Dell UltraSharp U3223QE 31 吋 4K UHD WLED LCD 螢幕 - 16:9 - 黑色,銀色",https://www.amazon.com/-/zh_TW/Dell-UltraSharp-U3223QE-UHD-WLED/product-reviews/B09TVZHV4W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Henry Wu,4.0,2023-01-07 00:00:00,美國,,"As a visualization artist, color is very important to me. I have tried 6 different monitors recently and IPS black displays have consistently come out on top as the best bang for the buck. If you have the money to afford a 4K mini led or oled monitor then by all means but these dell monitors having amazing image quality for the price.

Having tried both the 27” and 32” version I can say the only difference was size and price. Although 4K on a 27” has greater ppi, the picture quality on the 32” was almost indistinguishable from the 27”. The 32” is however $300 more, so if you don’t need the extra space, go with the 27”.

Both monitors us the LG IPS Black displays, so if you want panels with the exact same picture quality, you can buy LG’s version of the monitors for significantly cheaper. $650 vs $850 for the 32” version. What Dell does is buy the display, improves quality control and warranty, packages it better by making it frameless on 4 sides instead of 3, adds features like a built in hub, kvm etc, so if you need all those extra features then buy Dell but if you’re just looking for an IPS display with the same image quality, LG has alternatives for much cheaper.",69,
5806,"Dell UltraSharp U3223QE 31 吋 4K UHD WLED LCD 螢幕 - 16:9 - 黑色,銀色",https://www.amazon.com/-/zh_TW/Dell-UltraSharp-U3223QE-UHD-WLED/product-reviews/B09TVZHV4W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Boomatt,3.0,2023-08-29 00:00:00,美國,,First off the instructions are so tiny I had to use 4x glasses and a 20x magnifying glass to read them. What little instructions there are. The on screen display stays up so short you can't decide what to do and it's gone. Picture Quality; Compared to my 5k which I rate a 10 this is a 7.5. I wanted more height than my 27 inch but only got 1 inch higher. It's hard to adjust height without getting your fingers on the screen and no cleaning cloth was provided.,2,
5807,"Dell UltraSharp U3223QE 31 吋 4K UHD WLED LCD 螢幕 - 16:9 - 黑色,銀色",https://www.amazon.com/-/zh_TW/Dell-UltraSharp-U3223QE-UHD-WLED/product-reviews/B09TVZHV4W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,S. Plattner,5.0,2023-04-10 00:00:00,美國,,"This monitor with the build in USB C docking station and KVM switch works great for my purposes. I have a 7 year old HP Omen workstation laptop that only has HDMI video out and standard USB along with my work laptop which is a 3 month old HP ProBook with USB C docking port. Connected both laptops through this monitor with single mouse and keyboard and can switch between devices with no problem. Just had to figure out which USB port on the monitor needed to connect to the older HP Omen for mouse and keyboard since the documentation that comes with the device is very sparce. I my work office I have a 38"" wide curved monitor connected to the HP ProBook connected through a Belkin dock that is recommended by HP and the setup is very flakey (That is technical jargon for the monitor doesn't always detect the video signal) This is not the case with this Dell monitor syncs right away and always remembers it's settings. Very pleased with the functionality. I am a software programmer and primarily use Visual Studio and SSMS so my opinion on the video/graphic quality of this monitor is purely from the writing point of view. I'm not a gamer.",1,
5808,"Dell UltraSharp U3223QE 31 吋 4K UHD WLED LCD 螢幕 - 16:9 - 黑色,銀色",https://www.amazon.com/-/zh_TW/Dell-UltraSharp-U3223QE-UHD-WLED/product-reviews/B09TVZHV4W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Alex,5.0,2023-06-17 00:00:00,美國,,"This was a perfect upgrade from a dell ultrasharp P2715Q lcd. Keeping the 4k resolution with a 16:9 ratio vs 5k/ultrawide monitors turned out to be the right decision. I was concerned that the pixel density was not going to be high enough on a 32"" 4k but it turned out to be flawless.

Love the single cable solution for charging/connectivity for M1 MacBook Pro. Awesome. Retired my TB3 dock as a result.

Built in KVM has so far been rock solid; simple solution so I can have my work machine with one cable and my gaming desktop with only two additional. Dell really thought this through; I'm impressed.

No complaints - I love this monitor.",6,
5809,"Dell UltraSharp U3223QE 31 吋 4K UHD WLED LCD 螢幕 - 16:9 - 黑色,銀色",https://www.amazon.com/-/zh_TW/Dell-UltraSharp-U3223QE-UHD-WLED/product-reviews/B09TVZHV4W/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ambrose,3.0,2022-10-24 00:00:00,美國,,"I have had the LG UltraFine 5K for years now, so that's my primary benchmark. I also recently tried the new Apple Studio monitor. That one wins from a pure quality point of view, but it's just too pricey for what offers. The Dell I had to fiddle with settings to get it to stop looking terrible. I'm specifically mostly concerned with text clarity because I'm a software developer, and this would be my primary monitor to stare at code all day. The Dell is OK once you set it to one notch over into scaled with ""more space"" in Apple's dumbed down selector. I would have expected the Dell's native to be optimal, so that was weird.

I also use this one vertically.. so one note is that 32"" vertical is just about too tall. I found my neck cricking just a bit when looking up to the top (I have it centered in front of my eyes).

Anyways, even with fiddling, the quality is not there. I shouldn't expect it, either, given the difference in pixel density, but I thought I'd see if it was good enough. Not quite, in my view. But I'm finicky.

The brightness was just about good enough. A smidge less bright than the UltraFine, but in my room with lots of windows it did OK.

I wish there were more ""Retina"" monitors available. I started looking mainly because I've noticed some ghosting on my UltraFines, and I don't really want to buy this ""old"" technology again, but I also don't want to spend $1700 for basically the same thing screen-wise.

So this one is OK, but just barely good enough for my purposes. I decided not to keep it.",26,
